generated_question,generated_answer,model_answer,model_answer_score
"Quais cursos possuem uma reserva de vagas em porcentagens maiores que 27,2%?","Não há cursos que possuem uma reserva de vagas em porcentagens maiores que 27,2%. Os cursos com porcentagens superiores a 27,2% são os que não oferecem vagas no Edital Enem-Unicamp, e, portanto, o cálculo das vagas para as cotas é feito com as respectivas porcentagens de 25% e 37,2%.","Não é possível determinar quais cursos possuem uma reserva de vagas em porcentagens superiores a 27,2% no Vestibular Unicamp 2024 com base no texto fornecido.",663
Quais cursos possuem a menor diferença entre o número mínimo e máximo de vagas oferecidas no Vestibular Unicamp 2024?,"Os cursos que possuem a menor diferença entre o número mínimo e máximo de vagas oferecidas são Música Erudita: Clarineta (Integral), Música Erudita: Contrabaixo (Integral), Música Erudita: Flauta (Integral), Música Erudita: Percussão (Integral), Música Erudita: Trombone (Integral), Música Erudita: Trompete (Integral), Música Erudita: Viola (Integral), Música Erudita: Violino (Integral), Música Erudita: Violoncelo (Integral), Música Erudita: Voz (Integral), Música Popular: Bateria (Integral), Música Popular: Contrabaixo (Integral), Música Popular: Guitarra (Integral), Música Popular: Piano (Integral), Música Popular: Saxofone (Integral), Música Popular: Violão (Integral), Música: Regência (Integral) e Música Erudita: Piano (Integral) com 0 vagas de diferença entre o número mínimo e máximo de vagas.","A diferença mínima de vagas oferecidas nos cursos do Vestibular Unicamp 2024 é de 1 vaga, como é o caso do curso de Música Popular: Violão. Já a diferença máxima de vagas oferecidas nos cursos é de 14 vagas, como é o caso do curso de Música: Licenciatura.",333
Como as provas do Vestibular Unicamp avaliam os candidatos em relação à capacidade analítica e de abstração?,"As provas do Vestibular Unicamp avaliam os candidatos em relação à capacidade analítica e de abstração por meio de questões que solicitam a integração dos conceitos, da terminologia, da metodologia, dos procedimentos e das informações correspondentes às diversas áreas do conhecimento. Além disso, as questões avaliam a capacidade de utilizar o conhecimento de forma integrada para a solução de problemas em diversos níveis, desde aplicações a questões do cotidiano até problemas relacionados com a estrutura do conhecimento nas diversas disciplinas.","As provas do Vestibular Unicamp avaliam a capacidade analítica e de abstração dos candidatos por meio da integração dos conceitos, terminologia, metodologia, procedimentos e informações correspondentes às diversas áreas do conhecimento. Além disso, as provas também propõem a capacidade de utilizar o conhecimento de forma integrada para a solução de problemas em diversos níveis, desde aplicações a questões do cotidiano até problemas relacionados com a estrutura do conhecimento nas diversas disciplinas. Os candidatos são avaliados quanto ao domínio de conteúdos e conceitos tratados no ensino médio, com questões que partem de fontes variadas e são produzidas em âmbitos sociais diversificados. Dessa forma, as provas buscam mobilizar habilidades gerais, como identificar e reconhecer, inferir, analisar criticamente, comparar, formular hipóteses a partir de evidências e aplicar.",943
Quais são as habilidades que os candidatos devem demonstrar na prova de Redação do Vestibular Unicamp?,"Os candidatos devem demonstrar habilidades de leitura e escrita na produção de textos de diferentes gêneros discursivos. A avaliação dos textos produzidos leva em conta o cumprimento da proposta temática, a configuração do gênero discursivo solicitado, a qualidade da leitura dos textos oferecidos na prova e a articulação coerente e coesa de elementos da escrita. Além disso, espera-se que os candidatos demonstrem consistência argumentativa e domínio de recursos que sirvam à clara exposição de ideias, levando em conta contextos e interlocutores específicos.","Na prova de Redação do Vestibular Unicamp, os candidatos devem demonstrar as seguintes habilidades:

1. Reconhecer a língua como fenômeno sociocultural, histórico e geopolítico que apresenta variações segundo os contextos de uso.
2. Reconhecer e compreender as diversas práticas de linguagem, inclusive no universo digital, como parte integrante das interações humanas, que permitem a produção e a negociação de sentidos entre os interlocutores.
3. Demonstrar competência na seleção lexical apropriada ao estilo dos gêneros discursivos solicitados na prova.
4. Demonstrar competência no emprego de regras gramaticais e ortográficas que atendem ao registro de linguagem esperado no gênero.
5. Apresentar uma articulação sintático-semântica ancorada no emprego adequado de elementos coesivos e de outros recursos necessários à organização e clareza dos enunciados.
6. Cumprir as tarefas solicitadas na proposta de redação, observando o recorte temático e as instruções do enunciado.
7. Produzir um texto representativo do gênero discursivo solicitado, considerando a situação de produção, circulação e os interlocutores envolvidos.
8. Fazer uma leitura crítica dos textos fornecidos na proposta e saber mobilizá-los em função do projeto de escrita, evitando simplesmente reproduzir partes dos textos em forma de colagem.
9. Apresentar uma articulação escrita que propicie uma leitura fluída e envolvente, com uma organização sintático-semântica coerente e coesa.

Estas são as habilidades que os candidatos devem demonstrar na prova de Redação do Vestibular Unicamp.",783
De que maneira as provas de Língua Portuguesa do Vestibular Unicamp avaliam os candidatos em relação ao funcionamento social da língua?,"As provas de Língua Portuguesa do Vestibular Unicamp avaliam os candidatos em relação ao funcionamento social da língua ao buscar que os candidatos reconheçam a língua como fenômeno sociocultural, histórico e geopolítico que apresenta variações segundo os contextos de uso. Além disso, as provas visam a compreensão das diversas práticas de linguagem, inclusive no universo digital, como parte integrante das interações humanas, que permitem a produção e a negociação de sentidos entre os interlocutores.","As provas de Língua Portuguesa do Vestibular Unicamp avaliam os candidatos em relação ao funcionamento social da língua por meio da análise da capacidade do candidato em reconhecer a língua como fenômeno sociocultural, histórico e geopolítico que apresenta variações segundo os contextos de uso. Além disso, são avaliadas a compreensão das diversas práticas de linguagem, inclusive no universo digital, como parte integrante das interações humanas, e o reconhecimento do valor social e da funcionalidade de outras variedades da língua, muitas vezes estigmatizadas.",814
Quais são os processos de significação abordados nas provas de Língua Portuguesa do Vestibular Unicamp?,"Os processos de significação abordados nas provas de Língua Portuguesa do Vestibular Unicamp incluem o estabelecimento de relações lógico-discursivas, a intertextualidade e interdiscursividade, e os efeitos de sentido decorrentes de usos expressivos da língua. Além disso, os candidatos devem ser capazes de analisar fatos, argumentos e posicionamentos assumidos, reconhecendo elementos lexicais, gramaticais e semânticos que entram em jogo na construção de sentidos e de uso crítico da língua.","As provas de Língua Portuguesa do Vestibular Unicamp abordam os processos de significação relacionados à capacidade do candidato em reconhecer a língua como fenômeno sociocultural, histórico e geopolítico que apresenta variações segundo os contextos de uso. Além disso, as provas também avaliam a capacidade de reconhecer e compreender as diversas práticas de linguagem, inclusive no universo digital, como parte integrante das interações humanas, que permitem a produção e a negociação de sentidos entre os interlocutores.",816
Quais são as habilidades que se espera que os candidatos demonstrem na prova de Literaturas de Língua Portuguesa?,"Espera-se que os candidatos demonstrem a capacidade de leitura, compreensão analítica e interpretação crítica de textos produzidos nas tradições das literaturas de língua portuguesa. Além disso, espera-se que os candidatos sejam capazes de apropriar-se criticamente de um repertório artístico criado em diferentes momentos históricos e de estabelecer relações que transcendam a dimensão pessoal, a fim de fruir e apreciar esteticamente manifestações artísticas produzidas em contextos radicalmente diferentes do seu.","Na prova de Literaturas de Língua Portuguesa do Vestibular Unicamp, espera-se que os candidatos demonstrem as seguintes habilidades:

1. Capacidade de leitura, compreensão analítica e interpretação crítica de textos produzidos nas tradições das literaturas de língua portuguesa.
2. Capacidade de reconhecer e compreender as diversas práticas de linguagem, inclusive no universo digital, como parte integrante das interações humanas, que permitem a produção e a negociação de sentidos entre os interlocutores.
3. Capacidade de apropriar-se criticamente de um repertório artístico criado em diferentes momentos históricos, que fala diretamente à sua experiência pessoal.
4. Capacidade de estabelecer relações que transcendem a dimensão pessoal, de modo a poder fruir e apreciar esteticamente manifestações artísticas produzidas em contextos radicalmente diferentes do seu.

Além disso, é importante destacar que a prova contempla uma diversidade de temas e gêneros discursivos para não favorecer candidatos com experiências de leitura particulares. As respostas devem ser desenvolvidas em língua portuguesa.",915
"Quais são os elementos fundamentais que caracterizam a prosa, de acordo com as expectativas do Vestibular Unicamp?","Espera-se que os candidatos sejam capazes de descrever elementos como narrador, personagem, tempo, espaço e enredo nas narrativas ficcionais e não ficcionais. Além disso, os candidatos devem ser capazes de analisar o funcionamento do texto em torno de temas como a representação do sentimento e da subjetividade, a elaboração estética do cotidiano, a figuração dos destinatários das obras e a percepção de forças sociais em ação.","No Vestibular Unicamp, espera-se que o candidato seja capaz de descrever alguns elementos fundamentais de organização das narrativas ficcionais e não ficcionais na prosa. Esses elementos incluem narrador, personagem, tempo, espaço e enredo. Além disso, espera-se que o candidato seja capaz de analisar o funcionamento do texto em relação a temas amplos e transversais, como a representação do sentimento e da subjetividade, a elaboração estética do cotidiano, a figuração daqueles a quem se dirigem as obras e a percepção de forças sociais em ação. O candidato também deve interpretar os efeitos produzidos pelo uso de recursos de organização e expressão, como a persuasão, o esclarecimento, a empatia e a emoção, relacionando-os criticamente às dimensões da vida social, moral e política.",872
Quais são os recursos formais da poesia que os candidatos devem ser capazes de analisar?,"Os candidatos devem ser capazes de analisar o uso do verso, da estrofe, do metro, do ritmo e da sonoridade na poesia. Além disso, eles devem interpretar os efeitos produzidos pelos recursos de organização e expressão poética, relacionando-os com temas e figuras de linguagem.","Os candidatos devem ser capazes de analisar os seguintes recursos formais da poesia: uso do verso, da estrofe, do metro, do ritmo e da sonoridade.",798
Quais são os elementos fundamentais do texto teatral que os candidatos devem ser capazes de descrever?,"Espera-se que os candidatos sejam capazes de descrever elementos como ato, cena, diálogo, rubrica, personagem, tempo, espaço e ação na compreensão analítica do texto dramático. Além disso, é necessário que os candidatos compreendam a arquitetura dos conflitos e a evolução das situações dramáticas, relacionando-as criticamente com as dimensões da vida social, moral e política.","No Vestibular Unicamp, os candidatos devem ser capazes de descrever os seguintes elementos fundamentais do texto teatral:

1. Ato: Divisão da peça em partes, geralmente marcada por mudanças significativas na trama.

2. Cena: Segmento dentro de um ato, geralmente marcado por alterações de localização ou entrada/saída de personagens.

3. Diálogo: Interação verbal entre personagens, que avança a trama e revela informações sobre os personagens e a história.

4. Rubrica: Instruções do autor sobre a encenação, como indicações de cenário, figurino, gestos, entre outros.

5. Personagem: Indivíduo fictício que representa um papel na peça, com características próprias, motivações e desenvolvimento ao longo da história.

6. Tempo: A referência temporal dentro da peça, como o momento em que a ação ocorre.

7. Espaço: O ambiente físico em que a ação se desenrola.

8. Ação: O conjunto de eventos e situações que compõem a trama da peça.

Esses elementos são essenciais para a compreensão e análise do texto teatral.",628
Quais são as habilidades exigidas dos candidatos na prova de Matemática do Vestibular Unicamp?,"Os candidatos devem ser capazes de ler atentamente os enunciados das questões, formular corretamente problemas matemáticos, elaborar cálculos com precisão, usar unidades corretamente, escolher respostas corretas e apresentar respostas claras. Além disso, eles devem estar familiarizados com a nomenclatura e símbolos matemáticos usuais, além de ser capazes de resolver problemas matemáticos relacionados ao cotidiano e interpretar e elaborar tabelas e gráficos.","Na prova de Matemática do Vestibular Unicamp, os candidatos devem demonstrar habilidades como resolver problemas matemáticos relacionados ao cotidiano, interpretar e elaborar tabelas e gráficos, além de responder questões que tratam de forma mais abstrata o conhecimento matemático. O conhecimento das definições e a compreensão dos principais teoremas também são importantes para um bom desempenho na prova.",686
Quais são os tópicos relacionados a conjuntos numéricos que são abordados no conteúdo programático do Vestibular Unicamp?,"Os tópicos incluem representação de conjuntos, subconjuntos, união e interseção de conjuntos, números naturais e inteiros (operações fundamentais), números primos, fatoração, número de divisores, máximo divisor comum e mínimo múltiplo comum, números reais (racionais e irracionais), sequências numéricas, progressões aritméticas e geométricas.","No conteúdo programático do Vestibular Unicamp, relacionado a conjuntos numéricos, são abordados os seguintes tópicos:

- Representação de conjuntos, subconjuntos, união e interseção de conjuntos;
- Números naturais e inteiros: operações fundamentais;
- Números primos, fatoração, número de divisores, máximo divisor comum e mínimo múltiplo comum.",890
Quais são os tópicos relacionados a funções e gráficos que os candidatos devem estar preparados para lidar na prova?,"Os tópicos incluem a função linear ou afim, a função quadrática, as funções exponenciais e logarítmicas, equações envolvendo funções, translação e reflexão de funções, composição de funções e função inversa.",Não há informações específicas sobre os tópicos relacionados a funções e gráficos abordados no conteúdo programático do Vestibular Unicamp.,516
Quais são os temas cobertos no tópico de Geometria Plana no conteúdo programático de Matemática?,"Os temas incluem congruência de figuras geométricas, congruência de triângulos, paralelas e transversais, teorema de Tales, semelhança de triângulos, triângulos retângulos, relações métricas nos triângulos, quadriláteros notáveis, polígonos regulares, circunferências e círculos, perímetro e área, inscrição e circunscrição.",Não há informações específicas sobre o tópico de Geometria Plana no conteúdo programático de Matemática do Vestibular Unicamp fornecido.,516
Quais são os tópicos abordados em Trigonometria no conteúdo programático do Vestibular Unicamp?,"Os tópicos incluem medidas de ângulos, funções trigonométricas e seus gráficos, arcos notáveis, identidades trigonométricas fundamentais, transformações trigonométricas, equações trigonométricas, lei dos senos e lei dos cossenos.",Não há informação específica sobre os tópicos abordados em Trigonometria no conteúdo programático do Vestibular Unicamp.,221
Quais são as habilidades exigidas na prova de História?,"As habilidades exigidas incluem a compreensão crítica de documentos históricos de diversas naturezas, a contextualização desses documentos em relação aos tempos históricos, a descrição e análise de conceitos básicos da História, o cotejo de fontes e estudos historiográficos, e a elaboração de respostas escritas baseadas no conteúdo programático de História. Além disso, a prova aborda eixos norteadores como o tempo presente e os usos do passado, a leitura crítica do documento histórico, os procedimentos de uma história não eurocêntrica e a noção de cidadania e os direitos civis, sociais e políticos.","Na prova de História do Vestibular Unicamp, são exigidas habilidades como:

- Capacidade de compreender as manifestações artísticas de diversas tendências e períodos, localizando-as no panorama histórico de sua época.
- Conhecimento relativo às conexões e intersecções entre a arte produzida no exterior e a arte produzida no Brasil.
- Capacidade de interpretar dados e fatos históricos.
- Capacidade de relacionar e interpretar informações de caráter interdisciplinar, a partir das áreas de conhecimento presentes no Ensino Médio.",700
Quais são os conteúdos programáticos gerais em Sociologia?,"Os conteúdos programáticos gerais em Sociologia incluem tópicos como o indivíduo como ser social, diferença e desigualdade, cultura e poder, trabalho e política, dimensões sociais como emprego, trabalho e renda, relações entre grupos, povos e sociedades com a natureza, cultura e comunicação de massa, demandas por direitos e protagonismos políticos, e dinâmicas sociais, culturais e econômicas na base dos variados fenômenos da violência.","Os conteúdos programáticos gerais abordados em Sociologia no Vestibular Unicamp incluem:

- Conceitos fundamentais: O indivíduo como ser social; a inserção em grupos sociais: família, escola, vizinhança, trabalho; relações e interações sociais; sociabilidade e socialização. Diferença e desigualdade: Etnias, raça; classes sociais; gênero; geração. Cultura e poder: democracia, Estado, políticas públicas, luta por direitos, movimentos sociais, violência, globalização, consumo e hábitos culturais. Trabalho e política: renda, produção e circulação de mercadorias, populações e capital, organização e relações de trabalho, tecnologia.

- Dimensões sociais: Emprego, trabalho e renda vistos em diferentes espaços, escalas e tempos, associando-os a processos de estratificação e desigualdade.

Além disso, é importante aprimorar o raciocínio sociológico, reconhecendo e mobilizando conceitos para contextualizar processos políticos, econômicos, sociais, ambientais e culturais. Selecionar e sistematizar evidências, informações e dados sobre grupos, povos e sociedades em fontes de diversas naturezas (expressões artísticas, textos filosóficos e sociológicos, documentos históricos e geográficos, gráficos, mapas, tabelas, tradições orais, entre outros). Analisar situações da vida cotidiana, estilos de vida, valores, condutas individuais e coletivas, desnaturalizando e problematizando formas de desigualdade, preconceito, intolerância e discriminação. Elaborar respostas escritas que envolvam descrição, exposição e argumentação com base nas informações e conhecimentos listados no conteúdo programático de Sociologia.",692
Quais habilidades são exigidas na prova de Língua Inglesa?,"A prova de Língua Inglesa requer habilidades como a leitura, análise e interpretação de textos em inglês, a mobilização de conhecimentos sistêmicos para construir significados a partir da leitura de textos variados em língua inglesa, a articulação de conhecimentos de diversas áreas a partir da língua inglesa, entre outras habilidades. Além disso, os candidatos devem ser capazes de elaborar respostas escritas que envolvam descrição, exposição e argumentação com base nos conhecimentos listados no conteúdo programático de língua inglesa.","As habilidades exigidas na prova de Língua Inglesa do Vestibular Unicamp são:

1. Ler, analisar e interpretar informações em textos variados (tabelas, gráficos, imagens, etc.) em língua inglesa.
2. Mobilizar conhecimentos sistêmicos (vocabulário e gramática, por exemplo) a fim de construir sentidos a partir da leitura reflexiva e crítica de textos variados em língua inglesa.
3. Articular conhecimentos diversos a partir do contato com diferentes manifestações artístico-culturais difundidas em língua inglesa.
4. Elaborar respostas escritas que envolvam descrição, exposição e argumentação com base nas informações e conhecimentos listados no conteúdo programático de língua inglesa.
5. Articular conhecimentos de diversas áreas a partir da Língua Inglesa, sob uma perspectiva interdisciplinar.",866
Quais são os conceitos fundamentais abordados no conteúdo programático de Filosofia?,"Os conceitos fundamentais incluem temas e conceitos relacionados à ética e formação de sujeitos éticos, à política e formação de sujeitos políticos, além de conceitos como virtude, dever, autonomia, democracia, liberalismo, marxismo, contrato social, justiça, igualdade, liberdade, entre outros. A prova também aborda a relação entre ética e política em diferentes contextos históricos e sociais.","Os conceitos fundamentais abordados no conteúdo programático de Filosofia no Vestibular Unicamp são:
- Virtude
- Dever
- Autonomia
- Moral
- Juízo moral
- Consciência moral
- Educação moral
- Felicidade
- Justiça
- Solidariedade
- Cuidado
- Dignidade
- Responsabilidade
- Respeito
- Diálogo
- Sentimento moral
- Paixões
- Princípio racional
- Universalismo
- Relativismo
- Relação entre ética e política",665
Quais habilidades são exigidas dos candidatos na prova de Ciências Biológicas?,"Os candidatos devem demonstrar domínio do conteúdo programático do Ensino Médio relativo à Biologia, capacidade de correlacionar e integrar conhecimentos relativos a campos distintos do conteúdo do Ensino Médio, capacidade de articular o conteúdo programático do Ensino Médio relativo à Biologia com os Temas Contemporâneos Transversais e atitudes críticas em relação a material extracurricular divulgado pela mídia e outras fontes. Além disso, eles devem ser capazes de descrever, analisar e relacionar conceitos básicos do conteúdo do Ensino Médio relativo à Biologia e interpretar gráficos, tabelas e imagens no contexto de experimentos científicos.","As habilidades exigidas dos candidatos na prova de Ciências Biológicas incluem: domínio do conteúdo programático do Ensino Médio relativo à Biologia, capacidade de correlacionar e integrar conhecimentos relativos a campos distintos do conteúdo do Ensino Médio, capacidade de articular o conteúdo programático do Ensino Médio relativo à Biologia com os Temas Contemporâneos Transversais, capacidade de descrever, analisar e relacionar conceitos básicos do conteúdo do Ensino Médio relativo à Biologia, capacidade de ler, analisar, interpretar e elaborar hipóteses lógicas com base no conteúdo programático do Ensino Médio relativo à Biologia, e capacidade de construção, análise e interpretação de gráficos, tabelas e imagens no contexto de experimentos científicos.",910
Quais são os principais índices de conteúdos programáticos gerais para Ciências Biológicas?,"Os principais índices de conteúdos programáticos gerais incluem Bases moleculares e celulares da vida, Hereditariedade, Origem e evolução da vida, O Ambiente e a vida, Biodiversidade e Saúde humana.","Na prova de Ciências Biológicas, são exigidas as seguintes habilidades dos candidatos:

- Domínio do conteúdo programático do Ensino Médio relacionado à Biologia.
- Capacidade de correlacionar e integrar conhecimentos de diferentes campos da Biologia e de outras áreas do conhecimento, como as Ciências da Natureza.
- Capacidade de articular o conteúdo programático do Ensino Médio de Biologia com os Temas Contemporâneos Transversais.
- Capacidade de descrever, analisar e relacionar conceitos básicos do conteúdo de Biologia.
- Capacidade de ler, analisar, interpretar e elaborar hipóteses lógicas com base no conteúdo de Biologia.
- Capacidade de construção, análise e interpretação de gráficos, tabelas e imagens no contexto de experimentos científicos.
- Atitudes críticas em relação a materiais extracurriculares divulgados pela imprensa, redes sociais ou outros meios de comunicação, relacionados às áreas de Ciências Biológicas e Saúde.

É importante ressaltar que essas habilidades são específicas para a área de Ciências Biológicas e Saúde.",254
Quais habilidades são exigidas dos candidatos na prova de Física?,"Os candidatos devem ser capazes de ler, analisar, interpretar e compreender informações e conceitos em textos variados, resolver problemas de Física, analisar e discutir modelos, teorias e leis propostos em diferentes épocas e culturas, descrever e relacionar conceitos básicos de Física, e elaborar respostas escritas com base no conteúdo programático de Física.","As habilidades exigidas na prova de Física são as seguintes:

1. Ler, analisar, interpretar e compreender informações e conceitos em textos variados, inclusive expressões matemáticas, análise dimensional, ordem de grandezas, aproximações, tabelas, gráficos, esquemas e imagens.
2. Resolver problemas de Física que envolvam contextualização de fenômenos naturais e experimentos científicos, aplicação de conceitos físicos a situações do cotidiano, inclusive a apropriada estimativa de valores de grandezas envolvidas e manipulações matemáticas.
3. Analisar e discutir modelos, teorias e leis propostos em diferentes épocas e culturas para comparar distintas explicações sobre os fenômenos da natureza, como a formação e a evolução da Terra e do Universo, com as teorias científicas aceitas atualmente.
4. Descrever, analisar e relacionar conceitos básicos de Física.

Essas habilidades são avaliadas por meio de questões que abordam esses conteúdos e exigem a aplicação dos conhecimentos em diferentes contextos.",863
Quais são os principais índices de conteúdos programáticos gerais para Física?,"Os principais índices de conteúdos programáticos gerais para Física incluem Fundamentos da Física, Mecânica, Astronomia, Calorimetria e termodinâmica, Óptica e ondas, e Eletricidade e magnetismo.","As habilidades exigidas na prova de Física são:

1. Ler, analisar, interpretar e compreender informações e conceitos em textos variados, inclusive expressões matemáticas, análise dimensional, ordem de grandezas, aproximações, tabelas, gráficos, esquemas e imagens;
2. Resolver problemas de Física que envolvam contextualização de fenômenos naturais e experimentos científicos, aplicação de conceitos físicos a situações do cotidiano, inclusive a apropriada estimativa de valores de grandezas envolvidas e manipulações matemáticas;
3. Analisar e discutir modelos, teorias e leis propostos em diferentes épocas e culturas para comparar distintas explicações sobre os fenômenos da natureza, como a formação e a evolução da Terra e do Universo, com as teorias científicas aceitas atualmente;
4. Descrever, analisar e relacionar conceitos básicos de Física.",422
Quais habilidades são exigidas dos candidatos na prova de Química?,"Os candidatos devem ser capazes de observar e descrever fenômenos, utilizar modelos para interpretar esses fenômenos, resolver problemas de Química, descrever, analisar e relacionar conceitos fundamentais de Química, e elaborar respostas escritas que envolvam descrição, exposição e argumentação crítica com base no conteúdo programático de Química.","Na prova de Química, são exigidas habilidades como: observar e descrever fenômenos, utilizar modelos para interpretar esses fenômenos, usar aparelhagem básica no manuseio de materiais, ler, analisar, comparar e interpretar informações em textos variados, resolver problemas que envolvam contextualização de fenômenos e processos científicos, aplicação de conceitos e informações a situações, e descrever, analisar e relacionar conceitos fundamentais de Química.",831
Quais são os principais índices de conteúdos programáticos gerais para Química?,"Os principais índices de conteúdos programáticos gerais para Química incluem Materiais, Gases, Líquidos e sólidos, Estrutura atômica e classificação periódica, Ligação química, Transformações dos materiais, Cinética química, Energia nas reações químicas, Equilíbrio químico, Eletroquímica e Química de compostos orgânicos, além de um módulo sobre ""O mundo em transformação"".","As habilidades exigidas na prova de Química são:

1. Capacidade de observar e descrever fenômenos;
2. Utilizar modelos para interpretar fenômenos químicos;
3. Utilizar aparelhagem básica no manuseio de materiais para obter outros materiais ou para obter informações sobre uma transformação química;
4. Ler, analisar, comparar e interpretar informações em textos variados, incluindo tabelas, gráficos, figuras e imagens;
5. Resolver problemas de Química, contextualizando fenômenos e processos científicos e aplicando conceitos e informações a situações;
6. Descrever, analisar e relacionar conceitos fundamentais de Química.",679
Quais são as habilidades específicas que o curso de Arquitetura e Urbanismo da Unicamp busca desenvolver nos alunos?,"O curso de Arquitetura e Urbanismo busca desenvolver a habilidade dos alunos na manipulação de elementos gráficos, bem como sensibilidade, inventividade e interesse pelos ambientes e lugares criados pela inventividade humana, que resultam nas cidades e na paisagem cultural.","O curso de Arquitetura e Urbanismo da Unicamp busca desenvolver as seguintes habilidades nos alunos:

1. Domínio espacial e abstrato: compreensão e manipulação de elementos e relações espaciais, além de operações bidimensionais e tridimensionais.

2. Observação da paisagem e seus elementos: capacidade de análise, crítica e síntese da paisagem, seus elementos e características.

3. Linguagem não-verbal: habilidade em desenho e expressão gráfica, utilizando elementos visuais para comunicar ideias e conceitos.

Além disso, o curso também enfatiza a compreensão das necessidades de indivíduos, grupos sociais e comunidades, a articulação de luz e sombra, forma e linguagem visual, e a noção de relação entre elementos no espaço.",509
Quais são as categorias avaliadas na prova de Habilidades Específicas para Arquitetura e Urbanismo?,"A prova de Habilidades Específicas para Arquitetura e Urbanismo avalia as categorias de Domínio espacial e abstrato, Observação da paisagem e seus elementos, por meio da análise, da crítica e da síntese, e Linguagem não-verbal, ou seja, desenho e expressão gráfica.","As categorias avaliadas na prova de Habilidades Específicas para o curso de Arquitetura e Urbanismo da Unicamp são:

1. Domínio espacial e abstrato;
2. Observação da paisagem e seus elementos, por meio da análise, da crítica e da síntese;
3. Linguagem não-verbal: desenho e expressão gráfica.",963
Quais são os critérios de avaliação gerais da prova de Habilidades Específicas para Arquitetura e Urbanismo?,"Os critérios gerais de avaliação incluem o pleno entendimento das propostas, organização visual no plano e no espaço, atendimento às proporções e demonstração de noções de volume, perspectiva e escala, luz e sombra, além do respeito às exigências estabelecidas, entre outros.","Os critérios gerais de avaliação consideram o pleno entendimento das propostas; organização visual no plano e no espaço; atendimento às proporções e demonstração de noções de volume, de perspectiva e escala, luz e sombra; domínio do campo de trabalho (papel); limpeza no trabalho apresentado, uso correto do material solicitado; capacidade de expressar graficamente sua visão espacial dos aspectos solicitados e respeito às exigências estabelecidas.",907
Quais são os materiais que os candidatos devem levar para a prova de Habilidades Específicas em Arquitetura e Urbanismo?,"Os candidatos devem levar lápis ou lapiseira com grafites macias, canetas hidrográficas coloridas, caixa de lápis de cor, compasso, fita adesiva, cola bastão, tesoura pequena e borracha. Outros materiais necessários serão fornecidos pela Comvest.","A prova de Habilidades Específicas para Arquitetura e Urbanismo exige o uso de técnicas e materiais como grafites, lápis de cor e canetas hidrográficas.",552
Quais são os objetivos da prova de Habilidades Específicas para o curso de Artes Cênicas?,"A prova de Habilidades Específicas para o curso de Artes Cênicas tem como objetivo avaliar o conhecimento do candidato sobre as Artes Cênicas, sua capacidade criativa e reflexiva, bem como sua capacidade de atuação e interação em grupo, além de sua capacidade de análise crítica.","O objetivo da prova de Habilidades Específicas para o curso de Artes Cênicas é selecionar os candidatos que apresentam condições de atender às demandas do curso de forma profissional. A prova avalia habilidades corporais, habilidades performáticas, perceptivas e reflexivas dos candidatos, visando à formação de atores com perfil de artistas pesquisadores. Além disso, a prova também tem o objetivo de proporcionar aos candidatos a oportunidade de entrar em contato com o corpo docente, o pensamento pedagógico e artístico do curso, e de aprender noções básicas sobre Artes Cênicas e refletir sobre sua opção profissional.",743
Como são divididas as provas de Habilidades Específicas para o curso de Artes Visuais?,"As provas de Habilidades Específicas para o curso de Artes Visuais estão divididas em três partes: História da Arte, Expressão Plástica e Entrevista e Avaliação de apresentação de portfólio.","As provas de Habilidades Específicas para o curso de Artes Visuais estão divididas em:

I. História da Arte
- A prova de História da Arte será dissertativa e terá como temas:
  a) Arte brasileira e internacional na segunda metade do século XIX;
  b) Arte brasileira e internacional nos séculos XX e XXI.

II. Expressão Plástica
- Observação da paisagem e seus elementos, por meio da análise, da crítica e da síntese;
- Linguagem não-verbal: desenho e expressão gráfica.

III. Entrevistas
- As entrevistas são realizadas individualmente por uma banca composta de professores do Curso. Nesta etapa procura-se reunir elementos decisivos para a avaliação, por meio de informações complementares sobre o candidato e seus interesses na área específica. Ao apresentar portfólio contendo seus principais trabalhos e projetos, o candidato possibilita uma avaliação de seu percurso pessoal, cursos ou estudos específicos desenvolvidos até este momento.",822
