generated_question,generated_answer,model_answer,model_answer_score
Quais é o conjunto de habilidades exigidas na prova de Língua Inglesa?,"1. Ler, analisar e interpretar informações em textos variados em língua inglesa. 2. Mobilizar conhecimentos sistêmicos para construir sentidos a partir da leitura reflexiva e crítica de textos variados em língua inglesa. 3. Articular conhecimentos diversos a partir do contato com diferentes manifestações artístico-culturais difundidas em língua inglesa. 4. Elaborar respostas escritas que envolvam descrição, exposição e argumentação com base nas informações e conhecimentos listados no conteúdo programático de língua inglesa. 5. Articular conhecimentos de diversas áreas a partir da Língua Inglesa, sob uma perspectiva interdisciplinar.","As habilidades exigidas na prova de Língua Inglesa são:

1. Ler, analisar e interpretar informações em textos variados (tabelas, gráficos, imagens etc.) em língua inglesa.
2. Mobilizar conhecimentos sistêmicos (vocabulário e gramática, por exemplo) a fim de construir sentidos a partir da leitura reflexiva e crítica de textos variados em língua inglesa.
3. Articular conhecimentos diversos a partir do contato com diferentes manifestações artístico-culturais difundidas em língua inglesa.
4. Elaborar respostas escritas que envolvam descrição, exposição e argumentação com base nas informações e conhecimentos listados no conteúdo programático de língua inglesa.
5. Articular conhecimentos de diversas áreas a partir da Língua Inglesa, sob uma perspectiva interdisciplinar.",986
Qual o conteúdo do índice programático geral de Língua Inglesa?,"Os conteúdos programáticos gerais incluem a mobilização de conhecimentos prévios no ato da leitura, interpretação de textos, reconhecimento de subentendidos e jogos de palavras, entre outros tópicos.","Os conteúdos programáticos gerais de Língua Inglesa incluem:

1. O texto e seu funcionamento: caracterização, produção e circulação de diferentes gêneros discursivos; recursos coesivos que contribuem para a coerência, continuidade e progressão textual; interação entre texto verbal e não verbal.

2. Processos de significação: estabelecimento de relações lógico-discursivas; intertextualidade e interdiscursividade; efeitos de sentido decorrentes de usos expressivos da língua.

3. Funcionamento social da língua: variação linguística em diferentes contextos de circulação dos discursos; usos linguísticos na norma culta e em outras variedades; registros de formalidade e informalidade, e estilos linguísticos.

4. Sintaxe da língua portuguesa: elementos sintáticos usados na construção de textos; efeitos de sentido acarretados pela ordem dos constituintes da sentença; processos de coordenação e subordinação entre orações.

5. Morfologia da língua portuguesa.

Estes são alguns dos conteúdos programáticos gerais abordados na prova de Língua Inglesa.",867
Quais é o conjunto habilidades exigidas na prova de Ciências Biológicas?,"As habilidades incluem o domínio do conteúdo programático do Ensino Médio relativo à Biologia, capacidade de correlacionar conhecimentos relativos a campos distintos, habilidade de descrever, analisar e relacionar conceitos, entre outras.","As habilidades exigidas na prova de Ciências Biológicas são: 
- Domínio do conteúdo programático do Ensino Médio relativo à Biologia.
- Capacidade de correlacionar e integrar conhecimentos relativos a campos distintos do conteúdo do Ensino Médio, incluindo a integração interdisciplinar entre Biologia e outras áreas do conhecimento, com destaque para a área de Ciências da Natureza.
- Capacidade de articular o conteúdo programático do Ensino Médio relativo à Biologia diretamente com os Temas Contemporâneos Transversais.
- Capacidade de descrever, analisar e relacionar conceitos básicos do conteúdo do Ensino Médio relativo à Biologia.
- Capacidade de ler, analisar, interpretar e elaborar hipóteses lógicas, com argumentação coerente com os fatos e informações apresentadas, com base no conteúdo programático do Ensino Médio relativo à Biologia.
- Capacidade de construção, análise e interpretação de gráficos, tabelas e imagens no contexto de experimentos científicos, associando a interpretação ao conhecimento específico do assunto em questão.
- Atitudes críticas em relação a material extracurricular divulgado através da imprensa e veículos de comunicação em massa, redes sociais ou sítios na internet, ou resultante de atividades sociais, políticas, tecnológicas e culturais que mobilizem o campo da Biologia.",809
Qual o conteúdo do índice programático geral de Ciências Biológicas da prova da Unicamp 2024?,"Os conteúdos programáticos gerais abrangem bases moleculares e celulares da vida, hereditariedade, origem e evolução da vida, o ambiente e a vida, biodiversidade, e saúde humana.","O conteúdo programático geral da prova de Ciências Biológicas da Unicamp 2024 inclui os seguintes tópicos:

- Bases moleculares e celulares da vida, abrangendo componentes bioquímicos da célula, estrutura celular em procariotos e eucariotos, organelas em células vegetais e animais, origem evolutiva das organelas, células-tronco, ciclo celular e divisão celular mitótica e meiótica.

- Hereditariedade, envolvendo hereditariedade e material genético (DNA e RNA), código genético e síntese de proteínas, leis de segregação mendeliana e padrões de herança.

Esses são alguns dos tópicos que podem ser abordados na prova de Ciências Biológicas da Unicamp 2024. É importante ressaltar que essa lista não é exaustiva e outros temas relacionados à Biologia também podem ser incluídos.",639
Quais é o conjunto de habilidades exigidas na prova de Física?,"As habilidades exigidas incluem a leitura, análise e interpretação de informações e conceitos em textos variados, resolução de problemas de Física, análise de modelos, teorias e leis propostos em diferentes épocas, descrição e análise de conceitos básicos de Física, e elaboração de respostas escritas relacionadas aos problemas propostos.","As habilidades exigidas na prova de Física são:

1. Ler, analisar, interpretar e compreender informações e conceitos em textos variados, inclusive expressões matemáticas, análise dimensional, ordem de grandezas, aproximações, tabelas, gráficos, esquemas e imagens;
2. Resolver problemas de Física que envolvam: contextualização de fenômenos naturais e experimentos científicos, aplicação de conceitos físicos a situações do cotidiano, inclusive a apropriada estimativa de valores de grandezas envolvidas e manipulações matemáticas;
3. Analisar e discutir modelos, teorias e leis propostos em diferentes épocas e culturas para comparar distintas explicações sobre os fenômenos da natureza, como a formação e a evolução da Terra e do Universo, com as teorias científicas aceitas atualmente;
4. Descrever, analisar e relacionar conceitos básicos de Física;
5. Elaborar respostas escritas que envolvam desenvolvimento do problema proposto com o correto conceito físico, a pertinente manipulação matemática e o devido uso de grandezas e de unidades físicas.

Essas são as principais habilidades que o candidato deve demonstrar na prova de Física.",892
Quais é o conjunto de habilidades exigidas na prova de Química?,"A prova de Química exige do candidato a capacidade de observar e descrever fenômenos, de utilizar modelos para interpretar esses fenômenos, de usar aparelhagem básica no manuseio de materiais para obter outros materiais ou para obter informações sobre uma transformação.","As habilidades exigidas na prova de Química são:

1. Capacidade de observar e descrever fenômenos.
2. Utilização de modelos para interpretar fenômenos.
3. Uso de aparelhagem básica no manuseio de materiais.
4. Habilidade para obter outros materiais ou informações a partir de uma transformação química.
5. Capacidade de ler, analisar, comparar e interpretar informações em textos variados.
6. Resolução de problemas que envolvam contextualização de fenômenos e processos científicos.
7. Aplicação de conceitos e informações a situações.
8. Descrição, análise e relação de conceitos fundamentais de Química.",851
Quais são os tipos de problemas de Química que os candidatos devem resolver?,"Os problemas de Química devem envolver contextualização de fenômenos e processos científicos, aplicação de conceitos e informações a situações específicas.","Os candidatos devem resolver problemas de Química que envolvam a contextualização de fenômenos e processos científicos, aplicação de conceitos e informações a situações, além de descrever, analisar e relacionar conceitos fundamentais de Química.",922
Quais são as categorias de habilidades avaliadas na prova de Habilidades Específicas para Arquitetura e Urbanismo?,"As categorias de habilidades avaliadas na prova são: Domínio Espacial e Abstrato, Observação da Paisagem e seus Elementos, e Linguagem Não-Verbal: Desenho e Expressão Gráfica.","As habilidades avaliadas na prova de Habilidades Específicas para Arquitetura e Urbanismo são:

1. Noções de elementos (planos e tridimensionais) e relações espaciais;
2. Noções de operações bidimensionais e tridimensionais: adição, subtração, espelhamento, clonagem, redução e ampliação, dobra, intersecção, torção, recursão;
3. Noções de representação dos objetos no espaço;
4. Observação da paisagem e seus elementos, por meio da análise, da crítica e da síntese;
5. Linguagem não-verbal: desenho e expressão gráfica.",854
Qual é o objetivo da prova de Habilidades Específicas para Arquitetura e Urbanismo?,"O objetivo da prova é avaliar as habilidades do candidato em relação à conjugação e organização de formas planas e volumétricas na criação de composições, compreensão espacial e manipulação de estruturas tridimensionais, entre outros.","O objetivo da prova de Habilidades Específicas para Arquitetura e Urbanismo é avaliar as habilidades dos candidatos nas áreas de domínio espacial e abstrato, observação da paisagem e seus elementos, e linguagem não-verbal (desenho e expressão gráfica). A prova busca identificar o potencial dos candidatos nas categorias mencionadas, considerando aspectos como organização de formas planas e volumétricas, criatividade no domínio formal e espacial, compreensão e manipulação de estruturas tridimensionais, percepção visual, capacidade de desenho e representação, e inserção do desenho no contexto da cidade.",811
Quando serão realizadas as provas de Habilidades Específicas para Artes Cênicas?,As provas de Habilidades Específicas para Artes Cênicas serão realizadas de 07 a 09 de dezembro de 2023.,"As provas de Habilidades Específicas para Artes Cênicas serão realizadas de 07 a 09 de dezembro de 2023, em Campinas. Os horários serão divulgados na página eletrônica da Comvest a partir do dia 27/11/2023.",973
Qual é o foco do curso de Artes Cênicas na Unicamp?,"O foco do curso de Artes Cênicas é a formação de um ator com perfil de artista pesquisador, que compreenda o evento teatral de forma abrangente e se coloque como agente em um processo de criação.","O foco do curso de Artes Cênicas na Unicamp é a formação de um ator com perfil de artista pesquisador, capaz de compreender o evento teatral de forma abrangente e se colocar como agente em um processo de criação. O curso busca desenvolver um ator que reflita sobre o conhecimento e as práticas já desenvolvidas na área e que busque princípios e procedimentos para a construção de um repertório técnico e para o desenvolvimento de um processo criativo.",941
Quais são os critérios de avaliação da Prova Teórica para Artes Cênicas?,"A Prova Teórica avalia o conhecimento do candidato sobre história do teatro e teorias e práticas teatrais, com base na bibliografia indicada no edital.",Os critérios de avaliação da Prova Teórica para Artes Cênicas não estão especificados no texto fornecido.,369
Quais são os critérios de avaliação da Prova de Sala de Aula para Artes Cênicas?,"A Prova de Sala de Aula avalia a capacidade do candidato para a prática teatral, observando aspectos como disponibilidade física, atenção, prontidão, interação, escuta e resposta criativa aos exercícios propostos.","Os critérios de avaliação da Prova de Sala de Aula para Artes Cênicas incluem a avaliação da disponibilidade física, atenção, prontidão, interação, escuta e resposta criativa aos exercícios propostos.",810
Quais são os critérios de avaliação da Prova de Palco para Artes Cênicas?,"A Prova de Palco avalia o potencial e a qualidade da atuação do candidato na cena escolhida, considerando a compreensão do texto e a expressividade vocal e corporal.",Não há informações específicas sobre os critérios de avaliação da Prova de Palco para Artes Cênicas no contexto fornecido.,403
Quais são os materiais que os candidatos devem levar nos dias da prova de Habilidades Específicas para Artes Visuais?,"Os candidatos devem levar lápis preto ou lapiseira/graﬁtes HB, 2B, 4B e 6B; lápis de cor (12 cores); compasso; estilete; régua e esquadros; tesoura; cola bastão.","Os materiais necessários para a prova de Habilidades Específicas para Artes Visuais incluem:

- Lápis ou lapiseira com grafites macias: B, 2B, 6B;
- Canetas hidrográficas coloridas;
- Caixa de lápis de cor;
- Compasso;
- Fita adesiva;
- Cola bastão;
- Tesoura pequena;
- Borracha.

Outros materiais necessários à realização da prova serão fornecidos pela Comvest.",682
Quais são os critérios da Prova de Improvisação do curso de Dança da Unicamp?,"Na Prova de Improvisação do curso de Dança, os candidatos serão avaliados com base nos critérios de Atitude, Domínio no uso do espaço/tempo, Integração, Fluidez, Persistência no desempenho das ações corporais, Inventividade e Versatilidade.",Os critérios de avaliação para a Prova de Improvisação do curso de Dança da Unicamp não são especificados no texto fornecido.,695
Quais são os cursos de Música oferecidos no Vestibular Unicamp 2024?,"Os cursos de Música oferecidos no Vestibular Unicamp 2024 incluem Música Popular (Piano, Voz, Saxofone, Contrabaixo, Guitarra, Bateria, Violão) e Música Erudita (Clarineta, Flauta, Trombone, Viola, Contrabaixo, Violoncelo, Percussão, Voz, Piano, Trompete, Violino) além de Música: Licenciatura, Música Erudita: Composição e Música Erudita: Regência.","Os cursos de Música oferecidos no Vestibular Unicamp 2024 são:

- Curso de Bacharelado em Música Popular: Piano, Voz, Saxofone, Contrabaixo, Guitarra, Bateria e Violão.
- Curso de Bacharelado em Música Erudita: Clarineta, Flauta, Trombone, Viola, Contrabaixo, Violão, Violoncelo, Percussão, Voz, Piano, Trompete e Violino.
- Curso de Licenciatura em Música.
",896
O que é necessário para os candidatos fazerem o upload dos vídeos das Provas de Habilidades Específicas?,"Para fazer o upload dos vídeos das Provas de Habilidades Específicas, os candidatos devem seguir os requisitos, incluindo o envio de arquivos digitais nos formatos avi, mp4 ou mkv, gravações por uma única câmera fixa, entre outros.","Para que os candidatos possam fazer o upload dos vídeos das Provas de Habilidades Específicas, é necessário que eles preencham um breve questionário obrigatório antes de acessar a página da Comvest destinada ao upload dos vídeos. Além disso, as gravações devem ser realizadas por apenas uma câmera fixa, sem qualquer tipo de edição ou manipulação do conteúdo. É aconselhável que os candidatos revisem suas gravações antes de fazer o upload para garantir a qualidade. Os vídeos devem ser enviados online nos formatos indicados dentro do período estipulado pela Comvest.",780
Quais são as condições de eliminação para um candidato na Prova de Habilidades Específicas de Música?,O candidato será eliminado se não atingir nota superior ou igual a 24 na Prova de Habilidades Específicas de Música.,Um candidato pode ser eliminado na Prova de Habilidades Específicas de Música se não atingir uma nota igual ou superior a 24 pontos.,975
Qual é a data de divulgação dos aprovados na prova de Habilidades Específicas em Música?,A divulgação dos aprovados na prova de Habilidades Específicas em Música será no dia 13 de novembro de 2023.,A data de divulgação dos aprovados na prova de Habilidades Específicas em Música do Vestibular Unicamp 2024 é 13 de novembro de 2023.,926
Quais são os vídeos específicos para o curso de Música Popular - PIANO?,"Os requisitos incluem a apresentação de um arranjo próprio da peça ""Para Sempre"" (Débora Gurgel) no Vídeo I, seguido das instruções da partitura no Vídeo II e uma peça de escolha livre com arranjo próprio no Vídeo III.","Os candidatos do curso de Música Popular - PIANO devem fazer o upload dos seguintes vídeos:

1. Vídeo I: Apresentação de um arranjo próprio da peça ""Para Sempre"" (Débora Gurgel). O vídeo não deve ultrapassar 500MB ou 4 minutos de duração.

2. Vídeo II: Execução dos solfejos de acordo com as instruções da partitura fornecida. O vídeo não deve ultrapassar 500MB ou 4 minutos de duração.

3. Vídeo III: Apresentação de uma peça de livre escolha, diferente da apresentada no Vídeo I, com arranjo elaborado pelo próprio candidato. O vídeo não deve ultrapassar 500MB ou 8 minutos de duração.

Além dos vídeos, os candidatos também devem fazer upload de um portfólio pessoal contendo composições próprias, como partituras em formato PDF e gravações de áudio ou vídeo em formato MP3 ou MP4. Eles também devem fazer upload de um Vídeo III contendo um depoimento respondendo questões sobre sua formação musical, atividades musicais e motivação para escolher a música como formação profissional. O Vídeo III não deve ultrapassar 500MB ou 10 minutos de duração.",878
Quais são os vídeos específicos para o curso de Música Erudita - PIANO?,"Os requisitos incluem a apresentação de um Estudo de livre escolha de um dos compositores listados no Vídeo I, seguido das instruções da partitura no Vídeo II e a execução de um Movimento vivo de Sonata de livre escolha ou um Prelúdio e Fuga de J. S. Bach do Cravo Bem Temperado no Vídeo III.","Para o curso de Música Erudita - PIANO, os vídeos específicos são:

Vídeo I: Estudo de livre escolha de um dos seguintes compositores: C. Czerny, M. Clementi, G. Cramer, F. Chopin, F. Liszt ou M. Moszkowski. O Vídeo I não deve ultrapassar 500MB ou 4 minutos de duração.

Vídeo II: Solfejos. Seguir as instruções da partitura fornecida no link específico. O Vídeo II não deve ultrapassar 500MB ou 4 minutos de duração.

Vídeo III: Movimento vivo de Sonata de livre escolha. Um Prelúdio e Fuga de J. S. Bach do Cravo Bem Temperado (Vol. 1 ou 2). O Vídeo III não deve ultrapassar 500MB ou 15 minutos de duração.",865
Quais cursos pertencem ao núcleo comum e constituem uma opção conjunta para ingresso?,Engenharia Física/Física/Física Médica e Biomédica/Matemática/Matemática Aplicada e Computacional (Integral),"Os cursos que pertencem ao núcleo comum e constituem uma opção conjunta para ingresso são: Engenharia Física, Física, Física Médica e Biomédica; Matemática e Matemática Aplicada e Computacional.",973
Quais são os cursos oferecidos no campus de Piracicaba?,Odontologia (Integral),Não há informações disponíveis indicando quais cursos são oferecidos no campus de Piracicaba.,0
"Se houver vagas não preenchidas nos cursos de Música Erudita: Instrumentos e Música Popular: Instrumentos, como serão remanejadas?","Para as demais modalidades de acesso, seguido pelos cursos de Música: Licenciatura e Regência, e, por último, para o curso de Composição, respeitando os critérios e limites descritos no edital.","Segundo o documento fornecido, as vagas não preenchidas nos cursos de Música Erudita: Instrumentos e Música Popular: Instrumentos serão remanejadas para outros cursos na seguinte ordem:

1. Para o curso de Música: Licenciatura, se houver vagas não preenchidas.
2. Para o curso de Música: Regência, se houver vagas não preenchidas, com o limite de uma vaga por curso.
3. Para o curso de Música: Composição, se ainda restarem vagas ociosas, com o limite máximo de uma vaga.

Essa é a ordem de remanejamento estabelecida, caso as vagas não tenham sido preenchidas nos cursos mencionados anteriormente.",727
O que acontece se houver vagas não preenchidas no curso de Música: Regência?,"As vagas serão remanejadas para o curso de Música: Licenciatura, desde que não tenha excedido o limite descrito no artigo 4º, e depois para o curso de Música: Composição, seguindo as condições estabelecidas no edital.","Segundo o Artigo 5º, se houver vagas não preenchidas no curso de Música: Regência, o procedimento é realizar o remanejamento dessas vagas ociosas para o curso de Música: Licenciatura, desde que não tenha atingido o limite descrito no Artigo 4º, após a aplicação de seus critérios. Caso o limite tenha sido atingido, as vagas ociosas serão remanejadas para o curso de Música: Composição, desde que não tenha atingido o limite descrito no Artigo 4º, após a aplicação de seus critérios.",842
"Em caso de vagas não preenchidas no curso de Música: Composição, para onde as vagas ociosas serão remanejadas?","Para o curso de Música: Licenciatura, se o limite descrito no artigo 4º não tiver sido atingido, e depois para os cursos de Música Erudita: Instrumentos e Música Popular: Instrumentos, com base nos critérios do edital.","As vagas ociosas do curso de Música: Composição serão remanejadas, na seguinte ordem, para os cursos de Música Erudita: Instrumentos e Música Popular: Instrumentos, apenas se não tiver sido aplicado o critério descrito no art. 3º.",853
O que acontece se houver vagas não preenchidas no curso de Música: Licenciatura?,"As vagas ociosas serão remanejadas para os cursos de Música: Regência e Composição, seguindo os critérios estabelecidos, e, se ainda restarem vagas, serão remanejadas para os cursos de Música Erudita: Instrumentos e Música Popular: Instrumentos, conforme os critérios especificados no edital.","Em caso de vagas não preenchidas no curso de Música: Licenciatura, as vagas ociosas serão remanejadas para os cursos de Música: Regência e Composição, com limite de uma vaga por curso. Caso ainda restem vagas ociosas, as mesmas serão remanejadas para os cursos de Música Erudita: Instrumentos e Música Popular: Instrumentos, na mesma ordem apresentada nos arts. 1º e 2º, e apenas se não tiver sido aplicado o critério descrito no art. 3º.",836
Quais são os cursos oferecidos na área de Ciências Humanas/Artes?,"Administração (Noturno), Administração Pública (Noturno), Arquitetura e Urbanismo (Noturno), Artes Cênicas (Integral), Artes Visuais (Integral), Comunicação Social - Midialogia (Integral), Ciências Econômicas (Integral), Ciências Econômicas (Noturno), Ciências Sociais (Integral), Ciências Sociais (Noturno), Dança (Integral), Estudos Literários (Integral), Filosofia (Integral), Geografia (Integral), Geografia (Noturno), História (Integral), Letras - Licenciatura (Integral), Letras - Licenciatura (Noturno), Linguística (Integral), Música (Integral), Pedagogia - Licenciatura (Integral), Pedagogia - Licenciatura (Noturno).","Os cursos oferecidos na área de Ciências Humanas/Artes são: 
- Artes Visuais
- Música Erudita
- Música Popular",190
Quais são os cursos oferecidos na área de Ciências Biológicas/Saúde?,"Ciências Biológicas (Integral), Ciências Biológicas - Licenciatura (Noturno), Ciências do Esporte (Integral), Educação Física (Integral), Educação Física (Noturno), Enfermagem (Integral), Farmácia (Integral), Fonoaudiologia (Integral), Medicina (Integral), Nutrição (Integral), Odontologia (Integral).","Os cursos oferecidos na área de Ciências Biológicas/Saúde são Biologia, Medicina, Odontologia, Enfermagem, Farmácia, Fisioterapia, Nutrição, Biomedicina, Veterinária, entre outros.",352
Quais são os cursos oferecidos na área de Ciências Exatas/Tecnológicas?,"Ciência da Computação (Noturno), Engenharia Física/Física/Física Médica e Biomédica/Matemática/Matemática Aplicada e Computacional (Integral), Engenharia Agrícola (Integral), Engenharia Ambiental (Noturno), Engenharia Civil (Integral), Engenharia de Alimentos (Integral), Engenharia de Alimentos (Noturno), Engenharia de Computação (Integral), Engenharia de Controle e Automação (Noturno), Engenharia de Manufatura (Integral), Engenharia de Produção (Integral), Engenharia de Telecomunicações (Integral), Engenharia de Transportes (Noturno), Engenharia Elétrica (Integral), Engenharia Elétrica (Noturno), Engenharia Mecânica (Integral), Engenharia Química (Integral), Engenharia Química (Noturno), Estatística (Integral), Física - Licenciatura (Noturno), Geologia (Integral), Licenciatura Integrada Química/Física (Noturno), Matemática - Licenciatura (Noturno), Química (Integral), Química Tecnológica (Noturno), Sistemas de Informação (Integral), Tecnologia em Análise e Desenvolvimento de Sistemas (Noturno), Tecnologia em Saneamento Ambiental (Noturno).","Os cursos oferecidos na área de Ciências Exatas/Tecnológicas são Matemática, Física, Física Médica, Biomédica e Química.",333
Como os candidatos com deficiência ou condições específicas devem informar suas necessidades para realizar as provas?,"Os candidatos nessas condições devem informar suas necessidades no campo específico do Formulário de Inscrição e anexar o documento emitido por médico especialista, conforme as especificações do inciso I do ANEXO VI.","Os candidatos com deficiência ou condições específicas devem informar suas necessidades para realizar as provas através do processo de inscrição, declarando e comprovando, no formulário de inscrição, sua condição especial ou deficiência. Além disso, é necessário enviar um documento médico em formato PDF, juntamente com relatórios e exames complementares, se houver, datados a partir do ano de 2022. Essas informações devem ser exatas e fidedignas, sob pena de responsabilidade por crime contra a fé pública e eliminação do candidato do vestibular.",750
Quais informações devem constar no documento emitido por um médico especialista para candidatos com deficiência?,"O documento deve conter a descrição da deficiência, o Código Internacional de Doenças (CID) ou Classificação Internacional de Funcionalidades (CIF), bem como a indicação das condições especiais necessárias para a realização da prova.","O documento emitido por um médico especialista para candidatos com deficiência deve conter as seguintes informações:

a. Data de emissão em 2022 ou 2023.
b. Descrição detalhada da deficiência ou condição específica, acompanhada do Código Internacional de Doenças (CID) ou Classificação Internacional de Funcionalidades (CIF).
c. Indicação das condições especiais necessárias para a realização da prova, devidamente justificadas pelo profissional.
d. Letra legível, assinatura e carimbo do especialista, com o respectivo registro no CRM (Conselho Regional de Medicina) ou conselho de classe.

É importante ressaltar que o documento médico deve ser enviado em formato PDF, juntamente com o formulário de inscrição.",845
O que acontece se um candidato com deficiência não anexar o documento necessário ou tiver sua solicitação de condições especiais indeferida?,Esses candidatos deverão realizar as provas nas mesmas condições dos demais candidatos.,"Se um candidato com deficiência não anexar o documento necessário ou tiver sua solicitação de condições especiais indeferida, ele deverá realizar as provas nas mesmas condições dos demais candidatos. Isso significa que não serão aplicadas medidas ou recursos especiais durante as provas.",819
Quais localidades terão a realização das provas para candidatos com deficiência ou condições específicas deferidas?,As provas serão realizadas em todas as cidades onde forem aplicadas as provas do Vestibular.,As provas para os(as) candidatos(as) com deficiência ou condições específicas deferidas serão realizadas em todas as cidades em que forem aplicadas as provas do Vestibular.,944
Como será o procedimento de avaliação de candidatos com deficiência convocados para a 2ª fase se a subcomissão considerar necessário? ,"Esses candidatos deverão passar por uma avaliação por uma equipe multiprofissional e interdisciplinar, e podem ser desclassificados se os recursos específicos solicitados não forem considerados pertinentes, de acordo com o §6º do ANEXO VI.","Os candidatos convocados para a 2ª fase que possuem deficiência poderão ser avaliados por uma equipe multiprofissional e interdisciplinar em Campinas, após a realização da 2ª fase e antes da divulgação dos resultados do Vestibular. A equipe será composta por até quatro especialistas indicados pelo presidente designado pelo Diretor da Comvest. A equipe avaliará se os recursos específicos solicitados são considerados pertinentes, e o candidato poderá ser desclassificado caso os recursos não sejam considerados pertinentes.",690
Quais recursos específicos podem ser disponibilizados para candidatos com deficiência?,"Os candidatos podem ser atendidos através de letra ampliada no caderno de questões, auxílio para transcrição, tempo adicional para a realização da prova, leitor para realizar a leitura da prova e outros recursos de acordo com o §12 do ANEXO VI.","De acordo com as informações fornecidas, os recursos que podem ser disponibilizados para os candidatos com deficiência são os seguintes:

a. Caderno de questões com letra ampliada.
b. Auxílio para transcrição.
c. Maior tempo para a realização da prova, de acordo com critérios neuropsicológicos, limitado a 20% do tempo regular.
d. Ledor para realizar a leitura da prova, transcrever a redação mediante ditado do(a) vestibulando(a) e conferir a transcrição para a folha de resposta.
e. Outros recursos, dependendo da necessidade comprovada.

É importante ressaltar que esses recursos são definidos pela Comvest, e o candidato deve solicitar a sua necessidade no momento da inscrição, comprovando a condição por meio de documento médico.",869
Quais são os requisitos para solicitar a redução parcial da taxa de inscrição do VU 2024?,"Os candidatos devem ser estudantes regularmente matriculados no Ensino Fundamental ou Médio, curso pré-vestibular ou curso superior, e receber remuneração mensal inferior a dois salários-mínimos ou estar desempregados, conforme o Art. 1º do ANEXO VII.","Os requisitos para solicitar a redução parcial da taxa de inscrição do VU 2024 são:

1. Ser estudante regularmente matriculado em uma das séries do Ensino Fundamental ou Médio, ou em um curso pré-vestibular, ou em um curso superior de graduação ou pós-graduação.

Esses requisitos devem ser preenchidos cumulativamente.",736
Que documentos são aceitos para comprovação da condição de estudante e de renda para a redução da taxa de inscrição?,"Para comprovar a condição de estudante, pode-se apresentar certidão ou declaração da instituição de ensino, carteira de identidade estudantil, entre outros. Para a renda, podem ser apresentados contracheque, extratos de rendimentos, entre outros, de acordo com o Art. 2º do ANEXO VII.","Para comprovar a condição de estudante, serão aceitos um dos seguintes documentos recentes:

- Certidão ou declaração expedida por instituição de ensino, pública ou privada.
- Carteira de identidade estudantil ou documento similar, válido, expedido por instituição pública ou privada, ou por entidade de representação discente.

Para comprovar a renda, serão aceitos um dos seguintes documentos recentes:

- Contracheque ou recibo de pagamento por serviços prestados ou envelope de pagamento ou declaração do empregador.
- Extrato de rendimentos fornecido pelo INSS ou outras fontes, referente a aposentadoria, auxílio-doença, pensão, pecúlio, auxílio reclusão e previdência privada. Na falta deste, será aceito extrato bancário identificado, com o valor do crédito do benefício.
- Recibos de comissões, aluguéis, pró-labores e outros.
- Comprovante de recebimento de pensão alimentícia. Na falta deste, será aceito extrato ou declaração de quem a concede, especificando o valor.
- Comprovantes de benefícios concedidos por Programas Sociais (por exemplo, Bolsa Escola, Bolsa Família e Cheque Cidadão) ou registro no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).",696
